,artist,lyrics,song,label
283,Ella Fitzgerald,"My man's gone now
Ain't no use a listenin'
For his tired footsteps
Climbin' up the stairs
Old man sorrow's
Come to keep me company
Whisperin' beside me
When I say my prayers
When I say my prayers
He come aroud
He come up, he come around
Ain't that I mind workin'
Workin' means travelers
Journeyin' togheter
To the promised land
But old man sorrow
Mountin' all the way with me
Tell' me that I'm old now
Since I lose my man
Since I lose my man
Since I lose my man",My Man's Gone Now,0.0532
284,Ella Fitzgerald,"Porgy and all
I'm on my way to a heav'nly land
I'll ride that long, long road
If You are there to guide my hand
Oh Lawd, I'm on my way
I'm on my way to a heav'nly land
Oh Lawd, it's a long, long way, but
You'll be there to take my hand","Oh Lawd, I'm On My Way",0.501
285,Ella Fitzgerald,"Serena: (kneeling)
Oh, doctor Jesus, who done trouble de water in de Sea of Gallerie.

Porgy: Amen!

Serena: And likewise who done cas' de devil out of de afflicted time
an' time again.

Porgy: Time an' time again.

Peter: Oh, my Jesus!

Serena: Oh, doctor Jesus, what make you ain' lay yo' han' on dis po'
sister head?

Lily: Oh, my father!

Serena: And chase de devil out of her down a steep place into de sea
like you used to do time an' time again.

Porgy: Time an' time again. Oh, my Jesus!

Serena: Lif' dis po' cripple up out of de dus'!

Porgy: Allelujah!

Serena: And lift up his woman an' make her well time an' time again,
an' save us all for Jesus sake, Amen.

Porgy and Peter: Amen.

Serena: All right. Now, Porgy, Doctor Jesus done take de case.
By five o'clock dat woman goin' be well.
(It is now full morning and Catfish Row is full
of activity with street vendors calling.)","Oh, Doctor Jesus",0.208
286,Ella Fitzgerald,"That's the thing, ain' it? An' membuh there's.
Where that come from. Listen: There's a boat dat's
Leavin' soon for New York. Come wid me, dat's where
We belong, sister.

You an' me kin live dat high life in New York.
Come wid me, dere you can't go wrong, sister.
I'll buy you de swellest mansion
Up on upper Fi'th Avenue

An' through Harlem we'll go struttin',
We'll go astruttin',
An' dere'll be nuttin'
Too good for you.

I'll dress you in silks and satins
In de latest Paris styles.
And de blues you'll be forgettin',
You'll be forgettin',

There'll be no frettin'
Jes nothin' but smiles.
Come along wid me, Hey dat's de place,
Don't be a fool, come along, come along.

There's a boat dat's leavin' soon for New York
Come wid me, dat's where we belong, sister,
Dat's where we belong! Come on, Bess!

You low, crawlin' hound! Get away from my door, I tells
You, leave it, you rattlesnake. Dat's what you is,
A rattlesnake!",There's A Boat Dat's Leavin' Soon For New York,0.63
287,Ella Fitzgerald,"Oh... What you want wid Bess?
She's gettin' ole now;
Take a fine young gal
For to satisfy Crown.

Look at this chest
An' look at these arms you got.
You know how it always been with me,
These five years I been yo' woman,

You could kick me in the street,
Then when you wanted me back,
You could whistle, an' there I was
Back again, lickin' yo' hand.

There's plenty better lookin' gal than Bess.
Can' you see, I'm with Porgy,
Now and forever
I am his woman, he would die without me.

Oh, Crown, won't you let me go to my man, to my man.
He is a cripple an' needs my love, all my love.
What you want wid Bess? Oh, let me go to my man. . .

What I wants wid other woman,
I gots a woman, yes,
An' dat is you, yes, dat is you, yes,
I need you now an' you're mine jus' as long as I want you.

No cripple goin' take my woman from me.
You got a man tonight an' that is Crown, yes, Crown, yes crown.
You're my woman, Bess, I'm tellin' you, now I'm your man.

What you want with Bess?

Lemme go, Crown dat boat, it's goin' wiout me!

You ain't goin' nowhere!

Take yo' hands off me, I say, yo' hands, yo' hands, yo hands.

I knows you' ain' change - wid you and me it always be the same. 
Git in dat thicket.",What You Want Wid Bess?,0.467
288,Ella Fitzgerald,"(To Clara)
What, that chile ain`t asleep yet? Give him to me.
I`ll fix him for you.
(Jake takes the baby from Clara)

Lissen to yo` daddy warn you,
`Fore you start a-travelling,
Woman may born you, love you and mourn you,
But a woman is a sometime thing,
Yes, a woman is a sometime thing.

Oh, a woman is a sometime thing.

Yo` mammy is the first to name you,
Then she`ll tie you to her apron string,
Then she`ll shame you and she`ll blame you
Till yo` woman comes to claim you,
`Cause a woman is a sometime thing,
Yes, a woman is a sometime thing.

Oh, a woman is a sometime thing.

Don`t you never let a woman grieve you
Just 'cause she got yo` weddin` ring.
She`ll love you and deceive you,
Take yo` clothes and leave you
`Cause a woman is a sometime thing.

Yes, a woman is a sometime thing.
Yes, a woman is a sometime thing,
Yes, a woman is a sometime thing.

There now, what I tells you; he`s asleep already.",A  Woman Is A Sometime Thing,0.549
289,Ella Fitzgerald,"Porgy and all
I'm on my way to a heav'nly land
I'll ride that long, long road
If You are there to guide my hand
Oh Lawd, I'm on my way
I'm on my way to a heav'nly land
Oh Lawd, it's a long, long way, but
You'll be there to take my hand","Oh, Lawd, I'm On My Way",0.501
290,Ella Fitzgerald,"First you say you do
And then you don't
And then you say you will
And then you won't
You're undecided now
So what are you gonna do?
Now you want to play
And then it's no
And when you say you'll stay

That's when you go
You're undecided now
So what are you gonna do?
I've been sitting on a fence
And it doesn't make much sense
'Cause you keep me in suspense
And you know it
Then you promise to return
When you don't
I really burn
Well, I guess I'll never learn

And I show it
If you've got a heart
And if you're kind
Then don't keep us apart
Make up your mind
You're undecided now
So what are you gonna do?",Undecided [*],0.964
291,Ella Fitzgerald,"Come on and hear (2x), alexander's ragtime band,
Come on and hear (2x), it's the best band in the land!
They can play a bugle call like you never heard before,
So natural that you want to go to war--
That's just the bestest band what am, honey lamb!
Come on along (2x), let me take you by the hand
Up to the man (2x), who's the leader of the band,
And if you want to hear the swanee river played in ragtime
Come on and hear (2x), alexander's ragtime band!
",Alexander's Ragtime Band,0.77
292,Ella Fitzgerald,"I'm so unhappy
What'll I do? 
I long for somebody who
Will sympathize with me
I'm growing so tired of living alone
I lie awake all night and cry
Nobody loves me
That's why

All by myself in the morning
All by myself in the night

I sit alone with a table and a chair
So unhappy there
Playing solitaire

All by myself I get lonely
Watching the clock on the shelf

I'd love to rest my weary head on somebody's shoulder
I hate to grow older
All by myself",All by Myself,0.488
293,Ella Fitzgerald,"Get thee behind me, Satan
I want to resist
But the moon is low and I can't say ""no""
Get thee behind me

Get thee behind me, Satan
I mustn't be kissed
But the moon is low and I may let go
Get thee behind me

Someone I'm mad about
Is waiting in the night for me
Someone that I mustn't see
Satan, get thee behind me

He promised to wait
But I won't appear and he may come here
Satan, he's at my gate
Get thee behind me
Stay where you are
It's too late",Get Thee Behind Me Satan,0.14
294,Ella Fitzgerald,"It's over, all over
And soon somebody else will make a fuss about you
But how about me?

It's over, all over
And soon somebody else will tell his friends about you
But how about me?

You'll find somebody new
But what am I to do?
I'll still remember you
When you have forgotten

And maybe, a baby
Will climb upon your knee and put its arms about you
But how about me?",How About Me?,0.212
295,Ella Fitzgerald,"How can I tell you what is in my heart? 
How can I measure each and every part? 
How can I tell you how much I love you? 
How can I measure just how much I do? 

How much do I love you? 
I'll tell you no lie
How deep is the ocean? 
How high is the sky? 

How many times a day do I think of you? 
How many roses are sprinkled with dew? 

How far would I travel
To be where you are? 
How far is the journey
From here to a star? 

And if I ever lost you
How much would I cry? 
How deep is the ocean? 
How high is the sky?",How Deep Is the Ocean?,0.154
296,Ella Fitzgerald,"Strange
How a dreary world can suddenly change
To a world as bright as the evening star
Queer
What a difference when your vision is clear
And you see things as they really are

I used to be color-blind
But I met you and now I find
There's green in the grass
There's gold in the moon
There's blue in the skies

That semi-circle that was always hanging about
Is not a storm cloud, it's a rainbow
And you brought the colors out

Believe me it's really true
Till I met you I never knew
A setting sun could paint such beautiful skies

I never knew there were such lovely colors
And the big surprise
Is the red in your cheeks
The gold in your hair
The blue in your eyes",I Used to Be Color Blind,0.513
