,artist,lyrics,song,label
461,Ella Fitzgerald,"Rustling of the leaves used to be my lullaby
In the sunny South when I was a tot so high
And now that I have grown
And myself alone

Cradle me where Southern skies
Can watch me with a million eyes
Sing me to sleep
Lullaby of the leaves

Cover me with Heaven's blue
And let me dream a dream or two
Sing me to sleep
Lullaby of the leaves

I'm breezing along, along with the breeze
I'm hearing a song, a song through the trees
Oh, oh, oh, oh, oh, oh
That fine melody caressing the shore
Familiar to me, I've heard it before
Oh, oh, oh, oh, oh, oh, that's Southland

Don't I feel it in my soul
And don't I know I've reached my goal
Sing me to sleep
Lullaby of the leaves",Lullaby of the Leaves,0.211
462,Ella Fitzgerald,"Waking skies
At Sunrise
Every sunset too
Seems to be
Bringing me
Memories of you

Here and there
Everywhere
Scenes that we once knew
And they all
Just recall
Memories of you

How I wish I could forget
Those happy yesteryears
That have left a rosary of tears

Your face beams
In my dreams
Spite of all I do
Everything
Seems to bring
Memories of you

How I wish I could forget
Those happy yesteryears
That have left a rosary of tears

Your face beams
In my dreams
Spite of all I do
Everything
Seems to bring
Memories
All those memories of you",Memories of You,0.0727
463,Ella Fitzgerald,"The sweetest sounds I'll ever hear
Are still inside my head
The kindest words I'll ever know
Are waiting to be said
The most entrancing sight of all
Is yet for me to see
And the dearest love in all the world
Is waiting somewhere for me
Is waiting somewhere, somewhere for me

The sweetest sounds I'll ever hear
Are still inside my head
The kindest words I'll ever know
Are waiting to be said

The most entrancing sight of all
Is yet for me to see
And the dearest love in all the world
Is waiting somewhere for me
Is waiting somewhere, somewhere for me

The sweetest sounds I'll ever hear

The sweetest sounds I'll ever hear
Are still inside my head

The kindest words I'll ever hear

The kindest words I'll ever hear
Are waiting to be said

The most entrancing sight of all
Is yet for me to see

The most entrancing sight of all
Is yet for me to see

And the dearest love in all the world

Is waiting somewhere for me

Waiting somewhere

Is waiting somewhere",The Sweetest Sounds,0.594
464,Ella Fitzgerald,"Sometimes the world is a valley of heartaches and tears
And in the hustle and bustle, no sunshine appears
But you and I have our love always there to remind us
There is a way we can leave all the shadows behind us
Volare, oh, oh! Cantare, oh, oh, oh, oh!
Let's fly way up to the clouds, away from the maddening crowds
We can sing in the glow of a star that I know of
Where lovers enjoy peace of mind
Let us leave the confusion and all disillusion behind
Just like birds of a feather a rainbow together we'll find
Volare, oh, oh! Cantare, oh, oh, oh, oh!
No wonder my happy heart sings
Your love has given me wings
Your love has given me wings",Volare,0.349
465,Ella Fitzgerald,"When an early autumn walks the land and chills the breeze
And touches with her hand the summer trees,
Perhaps you'll understand what memories I own.
There's a dance pavilion in the rain all shuttered down,

A winding country lane all russet brown,
A frosty window pane shows me a town grown lonely.
That spring of ours that started so April-hearted,
Seemed made for just a boy and girl.

I never dreamed, did you, any fall would come in view
So early, early.
Darling if you care, please, let me know,
I'll meet you anywhere, I miss you so.
Let's never have to share another early autumn.",Early Autumn,0.116
466,Ella Fitzgerald,"You're just too marvelous
Too marvelous for words
Like glorious, glamorous
And that old standby amorous

It's all too wonderful
I'll never find the words
That say enough, tell enough
I mean they just aren't swell enough

You're much too much, and just too very very
To ever be, in Webster's dictionary
And so, I'm borrowing a love song from the birds
To tell you that you're marvelous
Too marvelous for words

You're much too much, and just too very very
To ever be, in Webster's dictionary
And so, I'm borrowing a love song from the birds
To tell you that you're marvelous
Too marvelous for words",Too Marvelous for Words,0.612
467,Ella Fitzgerald,"Maybe he's not much, just another man
Doing what he can
But what does she care
When a woman loves a man?

She'll just string along
All through thick and thin
Till his ship comes in
It's always that way

When a woman love a man
She'll be the first one to praise him
When he's goin' strong
The last one to blame him

When everything's wrong
It's such a one-sided game that they play
But women are funny that way
Tell her she's a fool

She'll say, ""yes, I know""
But I love him so
And that's how it goes
When a woman loves a man

Tell her she's a fool
She'll say, ""yes, I know""
But I love him so
And that's how if goes",When a Woman Loves a Man,0.12
468,Ella Fitzgerald,"Passion flower
Sent from the blue above
You're a flower of love
Passion flower
Free as a star in flight
Laughing through the night

Your lips keep taunting me
Not wanting me
Yet haunting me
Each day

Stay with me
My passion flower
You are all I'm dreaming of
Passion flower of love
Passion flower of love",Passion Flower,0.0533
469,Ella Fitzgerald,"[Chorus]
It's been a hard day's night
And I've been working like a dog
It's been a hard day's night
I should be sleeping like a log
But when I get home to you
I find the things that you do
Will make me feel all right

You know I work all day
To get you money to buy you things
And it's worth it just to hear you say
You're going to give me everything
So why on earth should I moan?
'Cause when I get you alone
You know I feel okay

When I'm home, everything seems to be right
When I'm home feeling you holding me tight, tight, yeah

[Chorus]

So why on earth should I moan?
'Cause when I get you alone
You know I feel okay

When I'm home, everything seems to be right
When I'm home feeling you holding me tight, tight, yeah

[Chorus]

You know I feel all right
You know I feel all right",A Hard Day's Night,0.62
470,Ella Fitzgerald,"Yeah, walk right in, sit right down; daddy, let your mind roll on
Everybody, walk right in, sit right down; daddy, let your mind roll on
Everybody's takin' 'bout a new way of walkin'
Do you wanna lose your mind? Walk right in, sit right down
Daddy, let your mind roll on

Walk right in, sit right down; baby, let your hair hang down
Walk right in, sit right down; baby, let your hair hang down
Everybody's talkin' 'bout new way of walkin'
Do you wanna lose your mind? Walk right in, sit right down
Baby, let your hair hang down, yeah

Yeah, walk right in, sit right down; daddy, let your mind roll on
Everybody, walk right in, sit right down; daddy, let your mind roll on
Everybody's takin' 'bout a new way of walkin'
Do you wanna lose your mind? Walk right in, sit right down
Daddy, let your mind roll on

Walk right in, sit right down; baby, let your hair hang down, yeah, yeah
Walk right in, sit right down; baby, let your hair hang down
Everybody's talkin' 'bout new way of walkin'
Do you wanna lose your mind? Walk right in, sit right down
Baby, let your hair hang down; baby, let your mind roll on
Baby, let your hair hang down; yeah, baby, let your mind roll on",Walk Right In,0.649
